trial_id,dataset,image_path,question_text,correct_answer_text,think_aloud,stimuli_image_path
8398,VisualGenome,images/trial_08398.png,What color is the plane's tail fin?,Red.,False,stimuli/VisualGenome/images/2366241.jpg
8399,GQA,images/trial_08399.png,What color is the kite in the sky?,green,False,stimuli/GQA/images/2412046.jpg
8400,VisualGenome,images/trial_08400.png,Where is the big white building?,On the right side.,False,stimuli/VisualGenome/images/2366193.jpg
8696,CLEVR,images/trial_08696.png,What number of spheres are purple things or big green metal things?,0,False,stimuli/CLEVR/images/CLEVR_val_006479.png
8697,VisualGenome,images/trial_08697.png,What shape in on the door?,A circle.,False,stimuli/VisualGenome/images/2351032.jpg
8698,GQA,images/trial_08698.png,Which kind of animal is the man watching?,dog,False,stimuli/GQA/images/2389793.jpg
8699,DocVQA-SinglePage,images/trial_08699.png,what is the number at bottom right side of the page?,41,False,stimuli/DocVQA/SinglePage/spdocvqa_images/rqxn0226_41.png
8700,DocVQA-Infographics,images/trial_08700.png,what is the total amount spend per delegate party on hot dogs and hamburgers in dollars?,27.25,False,stimuli/DocVQA/Infographics/infographicsvqa_images/44257.jpeg
8701,DocVQA-Infographics,images/trial_08701.png,How many reasons have been highlighted to self-isolate,3,False,stimuli/DocVQA/Infographics/infographicsvqa_images/70463.jpeg
8702,VisualGenome,images/trial_08702.png,What color is the night stand?,Brown.,False,stimuli/VisualGenome/images/2341630.jpg
8703,VisualGenome,images/trial_08703.png,What color is the tea pot on the stove?,Red.,False,stimuli/VisualGenome/images/2322142.jpg
8704,DocVQA-SinglePage,images/trial_08704.png,what is the page no. for Non- Dietary Factors Affecting Metabolism ?,120,False,stimuli/DocVQA/SinglePage/spdocvqa_images/ytng0227_5.png
8705,VisualGenome,images/trial_08705.png,How many cellphones are in the image?,One.,False,stimuli/VisualGenome/images/2349416.jpg
8706,ChartQA,images/trial_08706.png,How many deaths occurred in British Columbia in 2019?,995,False,stimuli/ChartQA/train/png/two_col_20751.png
8707,VisualGenome,images/trial_08707.png,What is in the background?,Trees.,False,stimuli/VisualGenome/images/2357715.jpg
8708,ChartQA,images/trial_08708.png,How much did the second largest deal in Central and Eastern Europe amount to?,5.73,False,stimuli/ChartQA/train/png/two_col_24470.png
8709,VisualGenome,images/trial_08709.png,Where is the man?,Far back on the right.,False,stimuli/VisualGenome/images/2368149.jpg
8710,DocVQA-Infographics,images/trial_08710.png,Which are the two exercises that can help control diabetes?,"Aerobic, Resistance",False,stimuli/DocVQA/Infographics/infographicsvqa_images/38131.jpeg
8711,VisualGenome,images/trial_08711.png,When is the photo taken?,Daytime.,False,stimuli/VisualGenome/images/2353681.jpg
8712,VisualGenome,images/trial_08712.png,Where may these people be?,A costume party.,False,stimuli/VisualGenome/images/2350211.jpg
8713,DocVQA-SinglePage,images/trial_08713.png,what is MS Topic/no mentioned in the given report ?,EBL #1,False,stimuli/DocVQA/SinglePage/spdocvqa_images/qpvw0217_14.png
8714,DocVQA-Infographics,images/trial_08714.png,What percentage of UK employers think that hiring will return to pre-Covid-19 levels  within 4-9 months as of Q2 2020?,23%,False,stimuli/DocVQA/Infographics/infographicsvqa_images/10066.jpeg
8715,VisualGenome,images/trial_08715.png,How many bears are in this photo?,Two.,False,stimuli/VisualGenome/images/2320897.jpg
8716,CLEVR,images/trial_08716.png,Is there a small cyan rubber thing?,yes,False,stimuli/CLEVR/images/CLEVR_val_001388.png
8717,GQA,images/trial_08717.png,Are there both skateboards and notepads in the photo?,no,False,stimuli/GQA/images/2413950.jpg
8718,ChartQA,images/trial_08718.png,In what year did over two thirds of the Belgian population use e-commerce?,2020,False,stimuli/ChartQA/train/png/two_col_42116.png
8719,DocVQA-SinglePage,images/trial_08719.png,What is the name of the Foundation?,"The Oley Foundation, Inc.",False,stimuli/DocVQA/SinglePage/spdocvqa_images/zrjw0228_18.png
8720,VisualGenome,images/trial_08720.png,How many people are there in red shirts?,One.,False,stimuli/VisualGenome/images/2349527.jpg
8721,GQA,images/trial_08721.png,What is the vehicle in this photograph?,taxi,False,stimuli/GQA/images/2330610.jpg
8722,GQA,images/trial_08722.png,"Where in this scene is the house, in the top or in the bottom?",bottom,False,stimuli/GQA/images/2377608.jpg
8723,GQA,images/trial_08723.png,Are there any yellow backpacks in the picture?,no,False,stimuli/GQA/images/2342798.jpg
8724,ChartQA,images/trial_08724.png,What was the revenue from smartphone sales in the region from 2013 to 2018?,254,False,stimuli/ChartQA/train/png/two_col_24076.png
8725,VisualGenome,images/trial_08725.png,What is the pointed object?,Scissors.,False,stimuli/VisualGenome/images/2337941.jpg
8726,VisualGenome,images/trial_08726.png,What is extended from the plane?,Stairs.,False,stimuli/VisualGenome/images/2327391.jpg
8727,VisualGenome,images/trial_08727.png,Where was the photo taken?,At an airfield.,False,stimuli/VisualGenome/images/1159915.jpg
8728,GQA,images/trial_08728.png,"What color is the dirt, brown or white?",brown,False,stimuli/GQA/images/2348897.jpg
8729,ChartQA,images/trial_08729.png,Where are the majority of Pokémon GO revenues generated?,Google Play,False,stimuli/ChartQA/train/png/multi_col_100321.png
8730,VisualGenome,images/trial_08730.png,What food is in the photo?,Donuts.,False,stimuli/VisualGenome/images/2333875.jpg
8731,ScienceQA,images/trial_08731.png,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,The strength of the magnetic force is the same in both pairs.,False,stimuli/ScienceQA/images/train/18479/image.png
8732,CLEVR,images/trial_08732.png,What number of other things are there of the same shape as the tiny blue object?,0,False,stimuli/CLEVR/images/CLEVR_val_009555.png
8733,VisualGenome,images/trial_08733.png,What is coming out of the train?,Steam.,False,stimuli/VisualGenome/images/2346316.jpg
8734,DocVQA-SinglePage,images/trial_08734.png,what is the exhibit booth #?,1234,False,stimuli/DocVQA/SinglePage/spdocvqa_images/jsbn0020_4.png
8735,DocVQA-SinglePage,images/trial_08735.png,what is the title of the given document?,Universal Credit Card Charge Form,False,stimuli/DocVQA/SinglePage/spdocvqa_images/rkdv0228_2.png
8736,VisualGenome,images/trial_08736.png,Where are the people playing tennis?,Tennis court.,False,stimuli/VisualGenome/images/2355899.jpg
8737,CLEVR,images/trial_08737.png,There is a big gray shiny thing; is its shape the same as the blue metallic thing in front of the gray cylinder?,no,False,stimuli/CLEVR/images/CLEVR_val_008687.png
8738,VisualGenome,images/trial_08738.png,How many people are in the photo?,One.,False,stimuli/VisualGenome/images/2316826.jpg
8739,VisualGenome,images/trial_08739.png,What color is the paper someone is taking notes on?,Yellow.,False,stimuli/VisualGenome/images/2350544.jpg
8740,GQA,images/trial_08740.png,Do you see skateboards in the scene?,no,False,stimuli/GQA/images/2338658.jpg
8741,VisualGenome,images/trial_08741.png,How does the weather look?,The weather looks nice and sunny.,False,stimuli/VisualGenome/images/2328426.jpg
8742,GQA,images/trial_08742.png,Which side of the photo is the picture on?,left,False,stimuli/GQA/images/2316541.jpg
8743,VisualGenome,images/trial_08743.png,What color are the teacups?,White.,False,stimuli/VisualGenome/images/2343153.jpg
8744,GQA,images/trial_08744.png,Is the ground green?,no,False,stimuli/GQA/images/2395165.jpg
8745,ChartQA,images/trial_08745.png,What was the average inflation rate in Canada in 2020?,0.72,False,stimuli/ChartQA/train/png/two_col_53.png
8746,GQA,images/trial_08746.png,Do you see any grass there that is dense?,no,False,stimuli/GQA/images/2397904.jpg
8747,CLEVR,images/trial_08747.png,There is a large thing in front of the matte object that is right of the tiny red thing on the left side of the tiny block; what shape is it?,cube,False,stimuli/CLEVR/images/CLEVR_val_007457.png
8748,VisualGenome,images/trial_08748.png,What comes out of the hydrant?,Water.,False,stimuli/VisualGenome/images/2356832.jpg
8749,VisualGenome,images/trial_08749.png,What is right behind the radish?,A tomato.,False,stimuli/VisualGenome/images/2347048.jpg
8750,VisualGenome,images/trial_08750.png,What is the person doing?,Skiing.,False,stimuli/VisualGenome/images/2337713.jpg
8751,CLEVR,images/trial_08751.png,Do the blue cylinder and the shiny object have the same size?,no,False,stimuli/CLEVR/images/CLEVR_val_008934.png
8752,VisualGenome,images/trial_08752.png,What is above the hill?,A highway.,False,stimuli/VisualGenome/images/2350951.jpg
8753,GQA,images/trial_08753.png,Do you see any benches in front of the fence that is presented in this scene?,yes,False,stimuli/GQA/images/2356670.jpg
8754,VisualGenome,images/trial_08754.png,What is around the neck of the front main in the black coat?,A brown and white tie.,False,stimuli/VisualGenome/images/2364819.jpg
8755,VisualGenome,images/trial_08755.png,What color is the roof of the white house?,Black.,False,stimuli/VisualGenome/images/2339627.jpg
8756,VisualGenome,images/trial_08756.png,What kind of food is this?,Mcgriddle sandwich.,False,stimuli/VisualGenome/images/2359312.jpg
8757,ChartQA,images/trial_08757.png,In what year did the average book price in the UK begin to increase?,2005,False,stimuli/ChartQA/train/png/two_col_43443.png
8758,CLEVR,images/trial_08758.png,What number of other big shiny objects are the same shape as the cyan thing?,1,False,stimuli/CLEVR/images/CLEVR_val_004133.png
8759,VisualGenome,images/trial_08759.png,Where was this photo taken?,Downtown.,False,stimuli/VisualGenome/images/498141.jpg
8760,VisualGenome,images/trial_08760.png,How many people are there?,One.,False,stimuli/VisualGenome/images/2372219.jpg
8761,VisualGenome,images/trial_08761.png,What color are the bushes?,Green.,False,stimuli/VisualGenome/images/2317109.jpg
8762,VisualGenome,images/trial_08762.png,What is the dog doing?,Lying down.,False,stimuli/VisualGenome/images/2349903.jpg
8763,ChartQA,images/trial_08763.png,How many people were employed on a part-time basis in 2020?,24.61,False,stimuli/ChartQA/train/png/two_col_4666.png
8764,DocVQA-SinglePage,images/trial_08764.png,What is the page no mentioned in this document?,PAGE TEN,False,stimuli/DocVQA/SinglePage/spdocvqa_images/gfpf0227_4.png
8765,ScienceQA,images/trial_08765.png,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,sample B,False,stimuli/ScienceQA/images/train/10204/image.png
8766,CLEVR,images/trial_08766.png,What is the material of the big thing that is to the left of the tiny blue sphere and behind the small brown shiny cylinder?,rubber,False,stimuli/CLEVR/images/CLEVR_val_001807.png
8767,VisualGenome,images/trial_08767.png,What color vehicle is first in line?,Red.,False,stimuli/VisualGenome/images/2330915.jpg
8768,VisualGenome,images/trial_08768.png,How many mugs are on the desk?,One.,False,stimuli/VisualGenome/images/2375408.jpg
8769,VisualGenome,images/trial_08769.png,What color is the snowboard?,"White, blue, and yellow.",False,stimuli/VisualGenome/images/2322693.jpg
8770,VisualGenome,images/trial_08770.png,What color is the right horse?,Brown.,False,stimuli/VisualGenome/images/2321234.jpg
8771,DocVQA-SinglePage,images/trial_08771.png,what is the policy no. mentioned ?,DN 10189,False,stimuli/DocVQA/SinglePage/spdocvqa_images/nlvv0228_6.png
8772,VisualGenome,images/trial_08772.png,When was the picture taken?,During the day.,False,stimuli/VisualGenome/images/2334843.jpg
8773,VisualGenome,images/trial_08773.png,What is reflected on the dog's back?,Sunlight.,False,stimuli/VisualGenome/images/2362106.jpg
8774,CLEVR,images/trial_08774.png,What shape is the metal object that is in front of the purple object?,sphere,False,stimuli/CLEVR/images/CLEVR_val_010309.png
8775,ChartQA,images/trial_08775.png,What was the average ticket price for a Texans game in 2020?,118.07,False,stimuli/ChartQA/train/png/two_col_22811.png
8776,VisualGenome,images/trial_08776.png,When was the picture taken?,Daytime.,False,stimuli/VisualGenome/images/2334755.jpg
8777,CLEVR,images/trial_08777.png,There is a big matte object in front of the large cylinder that is left of the small block left of the big matte sphere; what shape is it?,cylinder,False,stimuli/CLEVR/images/CLEVR_val_014874.png
8778,VisualGenome,images/trial_08778.png,What season is it?,Winter.,False,stimuli/VisualGenome/images/2345323.jpg
8779,ChartQA,images/trial_08779.png,What was the most popular clothing retailer in the UK in 2016?,M&S,False,stimuli/ChartQA/train/png/two_col_104249.png
8780,VisualGenome,images/trial_08780.png,What is yellow?,The lemons.,False,stimuli/VisualGenome/images/2320824.jpg
8781,VisualGenome,images/trial_08781.png,What is in the water?,A shipping barge.,False,stimuli/VisualGenome/images/2375963.jpg
8782,VisualGenome,images/trial_08782.png,Where was this photo taken?,The baseball stadium.,False,stimuli/VisualGenome/images/2367208.jpg
8783,VisualGenome,images/trial_08783.png,What is in the sky above the plane?,Clouds.,False,stimuli/VisualGenome/images/2322456.jpg
8784,ChartQA,images/trial_08784.png,Which country was the world's largest producer of zinc from mines in 2019?,China,False,stimuli/ChartQA/train/png/two_col_41048.png
8785,CLEVR,images/trial_08785.png,Are there more big metallic balls behind the large blue ball than brown metallic things right of the brown thing?,yes,False,stimuli/CLEVR/images/CLEVR_val_008224.png
8786,CLEVR,images/trial_08786.png,What material is the gray object that is on the right side of the gray sphere?,metal,False,stimuli/CLEVR/images/CLEVR_val_014752.png
8787,GQA,images/trial_08787.png,Is it sunny?,no,False,stimuli/GQA/images/2322031.jpg
8788,VisualGenome,images/trial_08788.png,What is the brown structure in the background?,A fence.,False,stimuli/VisualGenome/images/2375364.jpg
8789,VisualGenome,images/trial_08789.png,What time of day is it?,Daytime.,False,stimuli/VisualGenome/images/2342264.jpg
8790,ChartQA,images/trial_08790.png,How many universities were listed on the AISHE portal in 2019?,993,False,stimuli/ChartQA/train/png/two_col_6252.png
8791,ChartQA,images/trial_08791.png,"What was the homicide rate per 100,000 inhabitants in Finland in 2019?",1.18,False,stimuli/ChartQA/train/png/two_col_5385.png
8792,VisualGenome,images/trial_08792.png,Why would drinking this water make you sick?,It is saltwater.,False,stimuli/VisualGenome/images/2370732.jpg
8793,VisualGenome,images/trial_08793.png,What is behind the bird?,Water.,False,stimuli/VisualGenome/images/2353113.jpg
8794,ChartQA,images/trial_08794.png,What was the global demand for air conditioners in 2018?,110.97,False,stimuli/ChartQA/train/png/two_col_60421.png
8795,VisualGenome,images/trial_08795.png,How many women are in the picture?,One.,False,stimuli/VisualGenome/images/2345304.jpg
8796,VisualGenome,images/trial_08796.png,How is the weather looks like?,Good.,False,stimuli/VisualGenome/images/2363297.jpg
8797,VisualGenome,images/trial_08797.png,Why is the girl smiling?,Happy.,False,stimuli/VisualGenome/images/2332586.jpg
8798,VisualGenome,images/trial_08798.png,What is parked on tarmac at passenger terminal?,An Airplane.,False,stimuli/VisualGenome/images/2361878.jpg
8799,GQA,images/trial_08799.png,Do you see a green fence or ball?,yes,False,stimuli/GQA/images/2385013.jpg
8800,VisualGenome,images/trial_08800.png,How many people can be seen?,1.,False,stimuli/VisualGenome/images/2338735.jpg
8801,VisualGenome,images/trial_08801.png,Where was the photo taken?,At stores along a street.,False,stimuli/VisualGenome/images/713785.jpg
8802,VisualGenome,images/trial_08802.png,When was this picture taken?,Daytime.,False,stimuli/VisualGenome/images/2341385.jpg
8803,VisualGenome,images/trial_08803.png,What is the sky like?,Cloudy.,False,stimuli/VisualGenome/images/2347636.jpg
8804,VisualGenome,images/trial_08804.png,What is in the wall?,Rocket.,False,stimuli/VisualGenome/images/2375355.jpg
8805,GQA,images/trial_08805.png,Is there a zebra that is not sitting?,yes,False,stimuli/GQA/images/2405322.jpg
8806,VisualGenome,images/trial_08806.png,What is the man in the foreground pulling?,Luggage.,False,stimuli/VisualGenome/images/2368391.jpg
8807,ChartQA,images/trial_08807.png,How many dollars did the U.S. export to Canada in 2020?,255.4,False,stimuli/ChartQA/train/png/two_col_80788.png
8808,GQA,images/trial_08808.png,What kind of animal is this?,giraffe,False,stimuli/GQA/images/2317262.jpg
8809,DocVQA-Infographics,images/trial_08809.png,How many of the people do not want government to decriminalise abortion?,25%,False,stimuli/DocVQA/Infographics/infographicsvqa_images/31715.jpeg
8810,VisualGenome,images/trial_08810.png,Who is in the photo?,Nobody.,False,stimuli/VisualGenome/images/2337290.jpg
8811,VisualGenome,images/trial_08811.png,How many people are in this photo?,Zero.,False,stimuli/VisualGenome/images/2332424.jpg
8812,ChartQA,images/trial_08812.png,What was the share of the GDP from private final consumption expenditure on alcoholic beverages and tobacco in 2019?,1.1,False,stimuli/ChartQA/train/png/two_col_62390.png
8813,DocVQA-SinglePage,images/trial_08813.png,what is the name of the meeting ?,board of directors meeting,False,stimuli/DocVQA/SinglePage/spdocvqa_images/psvv0228_2.png
8814,VisualGenome,images/trial_08814.png,Where do the passengers sit?,The carriage.,False,stimuli/VisualGenome/images/2352011.jpg
8815,VisualGenome,images/trial_08815.png,What color is the surfboard?,Pink.,False,stimuli/VisualGenome/images/2327874.jpg
8816,VisualGenome,images/trial_08816.png,How many buses are in the photo?,2.,False,stimuli/VisualGenome/images/2343870.jpg
8817,GQA,images/trial_08817.png,Is the bicycle to the left of a car?,no,False,stimuli/GQA/images/2332159.jpg
8818,VisualGenome,images/trial_08818.png,When was the pic taken?,During the day.,False,stimuli/VisualGenome/images/2335979.jpg
8819,VisualGenome,images/trial_08819.png,Who is standing in the dirt path?,Surfer is standing on dirt path.,False,stimuli/VisualGenome/images/2370497.jpg
8820,CLEVR,images/trial_08820.png,How many things are both to the right of the small gray rubber ball and in front of the green cylinder?,1,False,stimuli/CLEVR/images/CLEVR_val_008467.png
8821,VisualGenome,images/trial_08821.png,What color are the bear's eyes?,Black.,False,stimuli/VisualGenome/images/2351534.jpg
8822,DocVQA-SinglePage,images/trial_08822.png,Which Class is Peter H. Raven in?,II,False,stimuli/DocVQA/SinglePage/spdocvqa_images/sflm0227_5.png
8823,VisualGenome,images/trial_08823.png,What is the design on the plate?,Floral.,False,stimuli/VisualGenome/images/2375229.jpg
8824,ChartQA,images/trial_08824.png,What was the number of active consumers on Alibaba's online shopping properties in China in the last quarter of 2020?,779,False,stimuli/ChartQA/train/png/two_col_917.png
8825,GQA,images/trial_08825.png,Is there any brown grass in the image?,yes,False,stimuli/GQA/images/2336931.jpg
8826,VisualGenome,images/trial_08826.png,What is the train on?,Train tracks.,False,stimuli/VisualGenome/images/2328383.jpg
8827,VisualGenome,images/trial_08827.png,Where was the photo taken?,Church.,False,stimuli/VisualGenome/images/498224.jpg
8828,VisualGenome,images/trial_08828.png,Where is the shop sign?,In the windows.,False,stimuli/VisualGenome/images/2317050.jpg
8829,VisualGenome,images/trial_08829.png,What color is the plate?,White.,False,stimuli/VisualGenome/images/2326690.jpg
8830,VisualGenome,images/trial_08830.png,Where is this taken?,Skate park.,False,stimuli/VisualGenome/images/713744.jpg
8831,ChartQA,images/trial_08831.png,What was the second most stolen vehicle in 2019?,Honda Civic,False,stimuli/ChartQA/train/png/two_col_103302.png
8832,VisualGenome,images/trial_08832.png,When is the picture taken?,Daytime.,False,stimuli/VisualGenome/images/2335539.jpg
8833,CLEVR,images/trial_08833.png,Is the number of metal objects that are to the left of the large cyan rubber cylinder greater than the number of brown cylinders?,yes,False,stimuli/CLEVR/images/CLEVR_val_008891.png
8834,VisualGenome,images/trial_08834.png,Who is wearing a glove on his left hand?,The catcher.,False,stimuli/VisualGenome/images/2358526.jpg
8835,CLEVR,images/trial_08835.png,There is a large thing left of the matte cylinder; does it have the same shape as the red shiny object in front of the tiny brown thing?,no,False,stimuli/CLEVR/images/CLEVR_val_010358.png
8836,GQA,images/trial_08836.png,Are there any windows in this photo?,yes,False,stimuli/GQA/images/2392395.jpg
8837,VisualGenome,images/trial_08837.png,What is the man doing?,Sitting on a bench.,False,stimuli/VisualGenome/images/2358468.jpg
8838,GQA,images/trial_08838.png,Are there pizzas that are not fresh?,no,False,stimuli/GQA/images/2390677.jpg
8839,GQA,images/trial_08839.png,Are there hot dogs in the image?,yes,False,stimuli/GQA/images/2410758.jpg
8840,CLEVR,images/trial_08840.png,There is a large yellow cylinder that is in front of the big brown shiny object; is there a yellow cylinder in front of it?,no,False,stimuli/CLEVR/images/CLEVR_val_010517.png
8841,VisualGenome,images/trial_08841.png,Where is the black chair?,On the left.,False,stimuli/VisualGenome/images/2332537.jpg
8842,CLEVR,images/trial_08842.png,How big is the red object that is in front of the big red sphere?,small,False,stimuli/CLEVR/images/CLEVR_val_010905.png
8843,VisualGenome,images/trial_08843.png,When was this picture taken?,Night time.,False,stimuli/VisualGenome/images/2335625.jpg
8844,ScienceQA,images/trial_08844.png,Will these magnets attract or repel each other?,repel,False,stimuli/ScienceQA/images/train/6634/image.png
8845,VisualGenome,images/trial_08845.png,What color is the dress?,Pink.,False,stimuli/VisualGenome/images/2348270.jpg
8846,VisualGenome,images/trial_08846.png,Where was this picture taken?,A bedroom.,False,stimuli/VisualGenome/images/2335075.jpg
8847,CLEVR,images/trial_08847.png,There is a big block that is the same color as the large cylinder; what material is it?,rubber,False,stimuli/CLEVR/images/CLEVR_val_010727.png
8848,ChartQA,images/trial_08848.png,What was the total wage income in the golf industry in New Mexico in 2006?,0.43,False,stimuli/ChartQA/train/png/two_col_82218.png
8849,VisualGenome,images/trial_08849.png,What kind of room is this?,Office.,False,stimuli/VisualGenome/images/2358746.jpg
8850,VisualGenome,images/trial_08850.png,What animal is in this picture?,A parrot.,False,stimuli/VisualGenome/images/2356951.jpg
8851,CLEVR,images/trial_08851.png,What number of big things are either red shiny balls or cubes?,1,False,stimuli/CLEVR/images/CLEVR_val_000653.png
8852,VisualGenome,images/trial_08852.png,What color is the ladies skirt?,Tan.,False,stimuli/VisualGenome/images/2360763.jpg
8853,VisualGenome,images/trial_08853.png,Why is the dog in motion?,Playing.,False,stimuli/VisualGenome/images/2346869.jpg
8854,VisualGenome,images/trial_08854.png,What is on the ground?,Snow.,False,stimuli/VisualGenome/images/2348268.jpg
8855,DocVQA-SinglePage,images/trial_08855.png,What is the Store Name?,"CEDAR FOOD MARKET, HEADQUARTERS",False,stimuli/DocVQA/SinglePage/spdocvqa_images/zkcf0023_4.png
8856,VisualGenome,images/trial_08856.png,What is the man holding?,Controllers.,False,stimuli/VisualGenome/images/2359899.jpg
8857,VisualGenome,images/trial_08857.png,What color is the boat?,White.,False,stimuli/VisualGenome/images/2363409.jpg
8858,CLEVR,images/trial_08858.png,Is the number of shiny spheres in front of the red object the same as the number of tiny cyan metallic objects?,yes,False,stimuli/CLEVR/images/CLEVR_val_014809.png
8859,CLEVR,images/trial_08859.png,Does the tiny ball that is left of the small cylinder have the same material as the blue cylinder right of the purple metallic object?,yes,False,stimuli/CLEVR/images/CLEVR_val_004307.png
8860,VisualGenome,images/trial_08860.png,What is shown from this window?,Yard.,False,stimuli/VisualGenome/images/2366942.jpg
8861,VisualGenome,images/trial_08861.png,What is on the tail of the airplane?,Numbers.,False,stimuli/VisualGenome/images/2349774.jpg
8862,CLEVR,images/trial_08862.png,The tiny red metal object that is behind the big red ball in front of the small gray metal thing is what shape?,sphere,False,stimuli/CLEVR/images/CLEVR_val_011955.png
8863,ChartQA,images/trial_08863.png,What was Puma's net earnings in 2020?,78.9,False,stimuli/ChartQA/train/png/two_col_40986.png
8864,DocVQA-Infographics,images/trial_08864.png,What is the third benefit of reading short stories?,An Incentive to reach for the next read,False,stimuli/DocVQA/Infographics/infographicsvqa_images/41287.jpeg
8865,CLEVR,images/trial_08865.png,Is there any other thing that has the same material as the tiny cyan sphere?,yes,False,stimuli/CLEVR/images/CLEVR_val_009705.png
8866,DocVQA-Infographics,images/trial_08866.png,How many Peeps marshmallows are sold every Easter?,90 million,False,stimuli/DocVQA/Infographics/infographicsvqa_images/38061.jpeg
8867,GQA,images/trial_08867.png,Do you see any bike or flag in this picture?,yes,False,stimuli/GQA/images/2320168.jpg
8868,VisualGenome,images/trial_08868.png,What is the main focus of the photo?,A man aside a green motorcycle.,False,stimuli/VisualGenome/images/2360774.jpg
8869,CLEVR,images/trial_08869.png,Is there a big cyan sphere made of the same material as the small gray sphere?,no,False,stimuli/CLEVR/images/CLEVR_val_009669.png
8870,VisualGenome,images/trial_08870.png,Who is in the picture?,A man.,False,stimuli/VisualGenome/images/2376544.jpg
8871,VisualGenome,images/trial_08871.png,Who is holding the pizza?,A woman.,False,stimuli/VisualGenome/images/2338345.jpg
8872,DocVQA-SinglePage,images/trial_08872.png,How many males under time-orientation score of 15-18?,8,False,stimuli/DocVQA/SinglePage/spdocvqa_images/mlcx0227_2.png
8873,VisualGenome,images/trial_08873.png,What is blue and white?,Surfboards.,False,stimuli/VisualGenome/images/2375205.jpg
8874,DocVQA-SinglePage,images/trial_08874.png,Who wrote this letter?,M. E. Rebhan.,False,stimuli/DocVQA/SinglePage/spdocvqa_images/jxbx0227_16.png
8875,CLEVR,images/trial_08875.png,There is a cyan object that is in front of the gray cube; is there a cyan matte thing that is right of it?,no,False,stimuli/CLEVR/images/CLEVR_val_013502.png
8876,GQA,images/trial_08876.png,"On which side is the bookshelf, the right or the left?",right,False,stimuli/GQA/images/4328.jpg
8877,VisualGenome,images/trial_08877.png,What color is the restaurant?,Pink.,False,stimuli/VisualGenome/images/2317448.jpg
8878,VisualGenome,images/trial_08878.png,How does the sky look?,Cloudy.,False,stimuli/VisualGenome/images/2320430.jpg
8879,VisualGenome,images/trial_08879.png,How many bicyclists are shown?,Two.,False,stimuli/VisualGenome/images/2343347.jpg
8880,VisualGenome,images/trial_08880.png,Where is the bench?,On gravel.,False,stimuli/VisualGenome/images/2349471.jpg
8996,ChartQA,images/trial_08996.png,What was the top performing software company in the UK in 2011?,Sage,False,stimuli/ChartQA/train/png/two_col_62956.png
8997,VisualGenome,images/trial_08997.png,When was this taken?,During the day.,False,stimuli/VisualGenome/images/2340032.jpg
8998,VisualGenome,images/trial_08998.png,Where is the photo taken?,On the street.,False,stimuli/VisualGenome/images/285808.jpg
8999,DocVQA-SinglePage,images/trial_08999.png,"what is the slicing standard of ""gering""?",2160 TONS,False,stimuli/DocVQA/SinglePage/spdocvqa_images/hqnk0226_7.png
9000,VisualGenome,images/trial_09000.png,Where is the street sign?,On the pillar.,False,stimuli/VisualGenome/images/2366256.jpg
9001,VisualGenome,images/trial_09001.png,Where was the photo taken?,A game.,False,stimuli/VisualGenome/images/2315508.jpg
9002,VisualGenome,images/trial_09002.png,Why is the man holding the spear?,To herd the cattle.,False,stimuli/VisualGenome/images/2347232.jpg
9003,VisualGenome,images/trial_09003.png,Where is the cat sleeping?,On a bed.,False,stimuli/VisualGenome/images/2331801.jpg
9004,VisualGenome,images/trial_09004.png,What is the man holding?,Bag.,False,stimuli/VisualGenome/images/2372672.jpg
9005,ScienceQA,images/trial_09005.png,Identify the question that Grayson's experiment can best answer.,Do muffins made with white flour have larger volumes than muffins made with whole wheat flour?,False,stimuli/ScienceQA/images/train/7248/image.png
9006,DocVQA-SinglePage,images/trial_09006.png,"in the heating system of open air, boiling water what percent of thiamine is destroyed for the heating time of 5min ?",6.5,False,stimuli/DocVQA/SinglePage/spdocvqa_images/lybx0227_13.png
9007,DocVQA-SinglePage,images/trial_09007.png,what is MS Topic/no mentioned in the given report ?,E/P/C #4,False,stimuli/DocVQA/SinglePage/spdocvqa_images/qpvw0217_19.png
9008,GQA,images/trial_09008.png,Are there any umbrellas to the right of the purse?,no,False,stimuli/GQA/images/498068.jpg
9009,VisualGenome,images/trial_09009.png,What kind of table is shown?,Wood.,False,stimuli/VisualGenome/images/2335735.jpg
9010,GQA,images/trial_09010.png,Is there a bag or a helmet in the picture?,no,False,stimuli/GQA/images/2327860.jpg
9011,VisualGenome,images/trial_09011.png,How many hot dogs are there?,One.,False,stimuli/VisualGenome/images/2325690.jpg
9012,VisualGenome,images/trial_09012.png,How is he surfing the wave?,On a surfboard.,False,stimuli/VisualGenome/images/2321439.jpg
9013,VisualGenome,images/trial_09013.png,When was picture taken?,During daylight.,False,stimuli/VisualGenome/images/2361076.jpg
9014,VisualGenome,images/trial_09014.png,Where are the people?,People at shallow end of water.,False,stimuli/VisualGenome/images/2373586.jpg
9015,DocVQA-SinglePage,images/trial_09015.png,What is the page no mentioned in this document?,3,False,stimuli/DocVQA/SinglePage/spdocvqa_images/ypvw0217_3.png
9016,ScienceQA,images/trial_09016.png,Which property do these three objects have in common?,stretchy,False,stimuli/ScienceQA/images/train/14562/image.png
